sl,number in book,country,Title,text
1378,28,UK,OUR MANIFESTO FOR THE JUST CITY,"Benefits shall be directed towards minority groups, including but not limited to ethnic and gender minorities, people living with disabilities, and any group that has been systematically oppressed, discriminated against, or relegated to socio-economic disadvantages."
1379,28,UK,OUR MANIFESTO FOR THE JUST CITY,"Policies should be framed to reduce the injustices rather than displacing them  e.g.: reducing waste rather than exporting it somewhere else, often where low-income populations live."
1380,28,UK,OUR MANIFESTO FOR THE JUST CITY,"A Just City must be socially, environmentally, and economically sustainable within and across generations."
1381,28,UK,OUR MANIFESTO FOR THE JUST CITY,Community building:
1382,28,UK,OUR MANIFESTO FOR THE JUST CITY,"Cities should be designed to encourage community development, ‘place-making’ and foster interactions between citizens"
1383,28,UK,OUR MANIFESTO FOR THE JUST CITY,"A Just City should facilitate social cohesion and promote inclusion across sectors, spaces, and entities."
1384,28,UK,OUR MANIFESTO FOR THE JUST CITY,A call to join us:
1385,28,UK,OUR MANIFESTO FOR THE JUST CITY,It is time for unequal distribution of wealth to lose the top spot!
1386,28,UK,OUR MANIFESTO FOR THE JUST CITY,But how do we propose to do this?
1387,28,UK,OUR MANIFESTO FOR THE JUST CITY,Working together to build better for the present and future.
1388,28,UK,OUR MANIFESTO FOR THE JUST CITY,"As practitioners, academics, and citizens we need to stand together to combat the issues presented and drive change globally."
1389,28,UK,OUR MANIFESTO FOR THE JUST CITY,"No effort is too small, so get involved."
1390,28,UK,OUR MANIFESTO FOR THE JUST CITY,"Every city provides diverse and complex challenges, but as a collective, we have a chance of making a difference."
1391,28,UK,OUR MANIFESTO FOR THE JUST CITY,Let’s give silenced people a voice.
1392,28,UK,OUR MANIFESTO FOR THE JUST CITY,Let's ensure everyone has a roof over their head.
1393,28,UK,OUR MANIFESTO FOR THE JUST CITY,"Let's make sure everyone has the opportunities they deserve, let's guarantee education for all."
1394,28,UK,OUR MANIFESTO FOR THE JUST CITY,Let's safeguard health care while looking after the planet we all call home.
1395,28,UK,OUR MANIFESTO FOR THE JUST CITY,"Practitioners, academics, and citizens cannot hold all responsibility. Critical changes at the macro-level and policy are paramount to ensure effective change is achieved at a pace that matches the urgency of our planetary challenges - hasn’t the last year shown us this?"
1396,28,UK,OUR MANIFESTO FOR THE JUST CITY,"However, there is hope; by the green new deal (both USA and European) being implemented and the importance of well-being being brought to attention by Covid-19, with your help change is on the horizon."
1397,28,UK,OUR MANIFESTO FOR THE JUST CITY,"Let’s push back on governments to get social justice the recognition it deserves and explore innovative ways to make sure all human rights are met. Let’s shift planning, from a standard reactive approach to a proactive needs-based approach and stop planning for the community but with the community!"
1398,28,UK,OUR MANIFESTO FOR THE JUST CITY,Join us on our mission to BUILD BACK BETTER!
1399,29,Brazil,PLANNING FOR JUSTICE.,The Just City in the 21st century.
1400,29,Brazil,PLANNING FOR JUSTICE.,"In the globalized world, frontiers ressignify."
1401,29,Brazil,PLANNING FOR JUSTICE.,"As we surround ourselves with information about a plural, diverse and connected planet, the spatial segregations and territorial conflicts intensify and assume global proportions."
1402,29,Brazil,PLANNING FOR JUSTICE.,"The nowadays city faces a challenge: inserting itself in a transnational financial circuit while, given the dimension of democracy, fulfilling its duty to represent its residents in the configuration of the urban space."
1403,29,Brazil,PLANNING FOR JUSTICE.,"The just city needs to recognize the oppressions and disparities structured by capital and provide democratic spaces where groups are able to dialogue on an equal basis and decide for the collectivity, putting discussions and divergences in check."
1404,29,Brazil,PLANNING FOR JUSTICE.,"This city should not deny or minimize the disagreements and the conflicts, but recognize the interests of all without provoking erasures."
1405,29,Brazil,PLANNING FOR JUSTICE.,"As urban planners, key professionals in the construction of the city's space, we have in our hands the task of contributing to the transformation for a more collective city, one that builds solidarities in diversity and that faces conflicts as a driving force for thinking alternative and innovative solutions in face of oppressions."
